ID,Games,Wins,Home Wins,Away Wins,Neutral Wins,Losses,Home Losses,Away Losses,Neutral Losses,home_wscore,away_wscore,neutral_wscore
G627,30.0,13.0,5.0,5.0,3.0,17.0,6.0,8.0,3.0,44.084829894693804,42.99382921628259,8.525270482095625
G626,28.0,6.0,4.0,2.0,0,22.0,10.0,11.0,1.0,44.298562271300824,41.550174375569625,0.0
G621,25.0,8.0,5.0,1.0,2.0,17.0,4.0,12.0,1.0,43.1786368749539,38.71220310916777,0.0
G620,27.0,8.0,4.0,4.0,0,19.0,9.0,9.0,1.0,43.115778352141305,41.999937001915356,0.0
G623,32.0,24.0,13.0,5.0,6.0,8.0,1.0,5.0,2.0,46.98599154827739,45.23516133443034,9.419111804057698
G622,31.0,18.0,9.0,3.0,6.0,13.0,2.0,10.0,1.0,44.2649894255305,44.5309918585064,9.679409189421486
G629,31.0,12.0,11.0,0,1.0,19.0,6.0,10.0,3.0,45.211401464197074,0.0,0.6241543090729939
G628,34.0,19.0,13.0,2.0,4.0,15.0,3.0,9.0,3.0,45.45091879618482,45.48034982569358,8.665581586839528
P754,32.0,30.0,12.0,12.0,6.0,2.0,1.0,1.0,1.0,49.07739246089642,49.336563299401895,7.194461875812239
P755,29.0,15.0,10.0,4.0,1.0,14.0,3.0,8.0,3.0,48.75016155734187,47.04272719254038,0.0
P756,31.0,16.0,8.0,6.0,2.0,15.0,6.0,8.0,1.0,49.021008774849435,49.114321453330255,0.0
P757,29.0,16.0,7.0,5.0,4.0,13.0,4.0,8.0,1.0,49.085480301685415,48.76038964525972,4.382651439442723
P750,29.0,11.0,5.0,6.0,0,18.0,7.0,10.0,1.0,46.92105581648503,46.822440566176056,0.0
P751,27.0,14.0,6.0,7.0,1.0,13.0,5.0,6.0,2.0,46.22231303350667,46.172176525714725,0.0
P752,29.0,10.0,4.0,5.0,1.0,19.0,8.0,9.0,2.0,45.03177523107758,46.12094110712131,0.4054651081081644
P753,28.0,4.0,3.0,0,1.0,24.0,9.0,12.0,3.0,48.47369246531253,0.0,0.0
P758,31.0,17.0,11.0,5.0,1.0,14.0,5.0,6.0,3.0,48.361924560862114,49.56361588035616,0.0
P759,26.0,8.0,2.0,4.0,2.0,18.0,4.0,14.0,1.0,46.19765923164992,44.916419446759164,0.0
B809,24.0,5.0,3.0,2.0,0,19.0,9.0,10.0,1.0,42.92745218458263,38.329018769484485,0.0
B802,32.0,23.0,13.0,9.0,1.0,9.0,1.0,6.0,2.0,44.74279454203761,46.612588377658625,0.0
B803,26.0,1.0,1.0,0,0,25.0,9.0,16.0,1.0,43.47196048046623,0.0,0.0
B800,26.0,15.0,6.0,9.0,0,11.0,4.0,7.0,1.0,45.4458815114049,46.89139496042685,0.0
B801,29.0,19.0,12.0,7.0,0,10.0,2.0,4.0,4.0,47.24185115947976,45.815966987167904,0.0
B807,26.0,1.0,1.0,0,0,25.0,11.0,14.0,1.0,41.894613981678226,0.0,0.0
B804,26.0,10.0,8.0,2.0,0,16.0,2.0,14.0,1.0,44.30167149746967,41.70497063450908,0.0
B805,31.0,18.0,10.0,4.0,4.0,13.0,4.0,6.0,3.0,47.08381963139453,47.35870711761825,0.0
R725,34.0,26.0,17.0,6.0,3.0,8.0,2.0,5.0,1.0,47.415289744534014,47.881311432786276,11.577819391693751
L585,28.0,5.0,2.0,3.0,0,23.0,9.0,12.0,2.0,48.95947395284088,46.05376453075694,0.0
L587,31.0,14.0,10.0,4.0,0,17.0,5.0,11.0,1.0,48.959014009840814,48.17575509936535,0.0
L586,31.0,22.0,13.0,8.0,1.0,9.0,2.0,6.0,1.0,48.857780300356666,48.770904762709364,0.0
L581,32.0,13.0,8.0,3.0,2.0,19.0,6.0,9.0,4.0,47.93911715016068,48.89406851271974,0.0
L580,30.0,19.0,9.0,8.0,2.0,11.0,3.0,8.0,1.0,49.16860833064344,47.48196997171578,0.0
L583,27.0,3.0,2.0,1.0,0,24.0,9.0,14.0,1.0,45.96305922544194,44.723322405079415,0.0
L582,26.0,12.0,7.0,5.0,0,14.0,3.0,11.0,1.0,48.52184253042824,48.31031754796797,0.0
L589,32.0,13.0,7.0,5.0,1.0,19.0,8.0,10.0,1.0,49.927189051765254,49.40893324401576,0.0
L588,29.0,13.0,5.0,7.0,1.0,16.0,7.0,9.0,1.0,51.16668625401916,50.43527594475959,0.0
F554,28.0,21.0,12.0,6.0,3.0,7.0,1.0,5.0,2.0,42.76427001222059,42.12943530022551,5.369241704884735
F555,25.0,10.0,6.0,4.0,0,15.0,3.0,10.0,2.0,43.48783495716292,41.82091519833196,0.0
F556,29.0,14.0,8.0,5.0,1.0,15.0,7.0,6.0,2.0,45.33455826627154,44.28173011233016,4.632785353021065
F557,26.0,13.0,8.0,4.0,1.0,13.0,3.0,9.0,1.0,44.846231533443685,44.737927852413044,4.632785353021065
F550,24.0,12.0,8.0,3.0,1.0,12.0,2.0,9.0,1.0,43.12655289937152,41.94807284330328,0.0
F551,31.0,12.0,9.0,1.0,2.0,19.0,7.0,9.0,3.0,44.10320909361125,37.64772191683287,0.0
F552,32.0,19.0,11.0,6.0,2.0,13.0,2.0,8.0,3.0,42.9460381877471,44.49947899692392,0.0
F553,28.0,8.0,6.0,2.0,0,20.0,7.0,12.0,1.0,42.046350598044434,40.06556493391928,0.0
F558,25.0,10.0,8.0,2.0,0,15.0,3.0,12.0,1.0,42.99038244424488,40.92622180233496,0.0
F559,29.0,18.0,16.0,1.0,1.0,11.0,1.0,8.0,2.0,44.12134133223701,41.85046971333805,0.0
B666,30.0,16.0,11.0,4.0,1.0,14.0,4.0,7.0,3.0,46.417676157860996,47.28351593289553,0.0
B667,24.0,2.0,2.0,0,0,22.0,8.0,12.0,2.0,35.76467755630356,0.0,0.0
B664,28.0,16.0,11.0,5.0,0,12.0,2.0,10.0,1.0,42.862828347702155,44.67227648666128,0.0
B665,25.0,8.0,6.0,2.0,0,17.0,4.0,13.0,1.0,42.45724701401963,41.90395643916377,0.0
B662,31.0,21.0,13.0,5.0,3.0,10.0,3.0,6.0,1.0,45.73658444264439,46.84277755332287,2.7024791560527546
B663,31.0,18.0,9.0,9.0,0,13.0,4.0,4.0,5.0,46.948172870536624,47.23614088374938,0.0
B660,30.0,22.0,12.0,6.0,4.0,8.0,4.0,4.0,1.0,45.80723771244559,47.44375262543643,0.0
B661,28.0,19.0,13.0,6.0,0,9.0,1.0,8.0,1.0,45.242076924542765,44.94292129217319,0.0
B668,28.0,16.0,12.0,4.0,0,12.0,3.0,8.0,1.0,47.61906371854253,48.0158886114209,0.0
B669,29.0,21.0,12.0,6.0,3.0,8.0,1.0,8.0,1.0,47.251274581327884,46.8954421242414,0.0
R729,31.0,10.0,8.0,1.0,1.0,21.0,9.0,8.0,4.0,47.66519118457839,47.05405626507515,0.0
R728,31.0,9.0,5.0,4.0,0,22.0,7.0,12.0,3.0,46.515694346235385,48.333347571499935,0.0
K517,25.0,3.0,0,3.0,0,22.0,11.0,11.0,1.0,0.0,43.49317959439517,0.0
O509,31.0,11.0,7.0,4.0,0,20.0,8.0,12.0,1.0,44.879251095562125,45.169576976867084,0.0
K519,31.0,17.0,11.0,4.0,2.0,14.0,2.0,12.0,1.0,44.29512957947675,44.63737500317935,0.0
K518,28.0,12.0,11.0,1.0,0,16.0,5.0,11.0,1.0,44.08543446007694,43.167829446441075,0.0
N598,28.0,4.0,4.0,0,0,24.0,7.0,16.0,1.0,46.037879112478386,0.0,0.0
N599,28.0,10.0,7.0,3.0,0,18.0,5.0,10.0,3.0,51.37699435236523,50.527198259129015,0.0
N590,32.0,6.0,5.0,0,1.0,26.0,7.0,18.0,1.0,45.96374543686708,0.0,2.545531271604435
N591,30.0,10.0,10.0,0,0,20.0,6.0,14.0,1.0,47.79998869208526,0.0,0.0
N592,33.0,23.0,16.0,2.0,5.0,10.0,1.0,7.0,2.0,49.84019055794683,47.49614925020676,1.9339339580085975
N593,31.0,10.0,7.0,1.0,2.0,21.0,3.0,16.0,2.0,47.89316606466091,0.0,0.6061358035703155
N594,31.0,12.0,9.0,3.0,0,19.0,6.0,12.0,1.0,46.80243521763057,46.29998402595305,0.0
N595,34.0,25.0,13.0,7.0,5.0,9.0,3.0,5.0,1.0,51.26137969934965,49.86670969667413,11.175165733216076
N596,28.0,3.0,2.0,1.0,0,25.0,13.0,11.0,1.0,50.35718293199151,48.199420648354305,0.0
N597,34.0,13.0,9.0,3.0,1.0,21.0,8.0,10.0,3.0,49.70690232433123,45.36028882027821,0.0
P695,31.0,15.0,11.0,1.0,3.0,16.0,5.0,9.0,2.0,45.84822212519292,45.49704193876944,7.443127163166128
P694,26.0,11.0,5.0,6.0,0,15.0,4.0,10.0,1.0,45.00154161124422,45.19427009993537,0.0
P690,29.0,8.0,5.0,3.0,0,21.0,8.0,13.0,1.0,47.757330958445365,44.76129995460326,0.0
P693,29.0,12.0,8.0,4.0,0,17.0,2.0,14.0,1.0,46.7271734267375,45.59570552379656,0.0
P692,30.0,10.0,5.0,4.0,1.0,20.0,7.0,11.0,2.0,46.625593013841545,45.30285117444483,0.0
P699,31.0,12.0,8.0,3.0,1.0,19.0,5.0,10.0,4.0,50.00636243238097,49.457636894194735,0.0
P698,31.0,19.0,17.0,1.0,1.0,12.0,2.0,7.0,3.0,47.967508542863676,46.11295441740574,0.0
N626,31.0,10.0,4.0,4.0,2.0,21.0,9.0,10.0,2.0,45.593242490078396,47.485971861258925,0.4054651081081644
N627,31.0,12.0,5.0,5.0,2.0,19.0,6.0,10.0,3.0,49.21074660561797,50.726354476700976,0.0
N624,33.0,24.0,13.0,7.0,4.0,9.0,2.0,6.0,1.0,50.71977140902612,48.75270550248307,0.0
N625,30.0,5.0,5.0,0,0,25.0,10.0,11.0,4.0,47.92744879644949,0.0,0.0
N622,30.0,15.0,7.0,8.0,0,15.0,6.0,8.0,1.0,49.31102502533054,51.46231881816928,0.0
N623,33.0,24.0,14.0,5.0,5.0,9.0,3.0,5.0,1.0,49.315522588310984,50.066449013946475,11.250241649451738
N620,30.0,15.0,11.0,4.0,0,15.0,3.0,11.0,1.0,49.887160174111145,50.53161116332644,0.0
N621,31.0,12.0,10.0,2.0,0,19.0,4.0,14.0,1.0,50.64243247704193,46.975861330875595,0.0
N628,32.0,15.0,13.0,1.0,1.0,17.0,4.0,11.0,2.0,50.26410357441939,44.167347323653466,0.6061358035703155
N629,32.0,15.0,13.0,2.0,0,17.0,6.0,10.0,1.0,48.75150091473602,47.094505291644445,0.0
H567,26.0,7.0,3.0,3.0,1.0,19.0,9.0,10.0,1.0,42.16186494426726,42.63668828647022,0.0
H566,28.0,11.0,5.0,5.0,1.0,17.0,6.0,11.0,1.0,46.60712164055776,44.07649525979657,0.0
H565,28.0,13.0,8.0,4.0,1.0,15.0,4.0,10.0,1.0,46.73058520958169,46.22894966969222,0.0
H564,29.0,10.0,6.0,4.0,0,19.0,6.0,10.0,3.0,46.832095394199925,47.42483591465962,0.0
H562,33.0,29.0,17.0,7.0,5.0,4.0,1.0,4.0,1.0,46.482928501422144,45.76350742835593,0.6931471805599453
H561,26.0,8.0,4.0,4.0,0,18.0,7.0,11.0,1.0,43.44098571967946,43.74117242619127,0.0
H560,28.0,11.0,5.0,6.0,0,17.0,4.0,11.0,2.0,41.6855209039986,42.719759541010966,0.0
M797,31.0,15.0,6.0,8.0,1.0,16.0,6.0,9.0,1.0,48.161280742964834,49.91876664995272,0.0
M796,30.0,15.0,13.0,1.0,1.0,15.0,2.0,10.0,3.0,49.38167794282107,46.23482007989015,13.113054483786305
M795,26.0,10.0,4.0,5.0,1.0,16.0,7.0,8.0,1.0,50.063992775691176,49.67539023450781,0.0
M794,33.0,23.0,15.0,4.0,4.0,10.0,4.0,5.0,1.0,50.441461422511914,49.29098501060277,0.0
M793,33.0,27.0,16.0,7.0,4.0,6.0,1.0,3.0,2.0,50.52777630809444,49.80928024354202,13.32348109112075
M792,30.0,11.0,5.0,6.0,0,19.0,6.0,13.0,1.0,48.38255558493231,48.947508270968264,0.0
H569,29.0,24.0,17.0,7.0,0,5.0,1.0,4.0,1.0,44.79603212508169,45.30984400262452,0.0
H568,24.0,14.0,8.0,6.0,0,10.0,2.0,7.0,1.0,43.668611848499886,44.64011351168313,0.0
G580,24.0,4.0,4.0,0,0,20.0,6.0,14.0,1.0,43.38439605777419,0.0,0.0
F639,31.0,22.0,9.0,7.0,6.0,9.0,2.0,4.0,3.0,44.26527405844197,43.9522177389444,5.792251122643809
R595,33.0,18.0,10.0,3.0,5.0,15.0,7.0,7.0,1.0,47.54238129156655,48.562678224038464,7.805168955086603
R596,31.0,7.0,4.0,1.0,2.0,24.0,7.0,15.0,2.0,45.06298238260898,46.6132219715486,0.0
R597,28.0,9.0,4.0,5.0,0,19.0,8.0,10.0,1.0,47.1450460444083,47.10554661713463,0.0
R590,31.0,13.0,9.0,3.0,1.0,18.0,4.0,13.0,1.0,46.27050258381935,46.53357375358313,0.0
R591,32.0,22.0,13.0,7.0,2.0,10.0,1.0,9.0,1.0,48.97030257530065,47.95567630240747,0.0
R592,33.0,26.0,15.0,7.0,4.0,7.0,1.0,5.0,2.0,48.673930920988994,48.889304103229826,9.898684369030107
R593,29.0,6.0,4.0,1.0,1.0,23.0,4.0,17.0,2.0,45.859400101435476,45.64824094458001,0.0
F631,27.0,9.0,5.0,3.0,1.0,18.0,6.0,11.0,1.0,43.539661918076995,42.804264272354224,0.0
F633,27.0,17.0,11.0,6.0,0,10.0,2.0,7.0,1.0,42.609507537824925,41.687927698528696,0.0
F632,29.0,7.0,4.0,3.0,0,22.0,5.0,14.0,3.0,41.98062053822115,40.89107960725978,0.0
F635,29.0,12.0,9.0,3.0,0,17.0,5.0,11.0,1.0,43.818153775212636,44.3022744857202,0.0
F634,28.0,9.0,7.0,1.0,1.0,19.0,4.0,13.0,2.0,42.46277996329942,39.020497987910765,0.0
F637,29.0,11.0,9.0,2.0,0,18.0,7.0,10.0,1.0,44.26581121199473,45.34014414245386,0.0
F636,28.0,22.0,12.0,8.0,2.0,6.0,2.0,4.0,1.0,46.13146019392023,46.14265281127123,5.904680417023091
R622,31.0,16.0,10.0,4.0,2.0,15.0,4.0,9.0,2.0,47.466106393618126,48.090319588537966,5.521794195652367
R623,33.0,21.0,12.0,5.0,4.0,12.0,4.0,6.0,2.0,49.06899419662956,49.69368417437904,11.613283489005264
R620,29.0,11.0,5.0,6.0,0,18.0,8.0,9.0,1.0,43.66711835161902,45.65493343642435,0.0
R621,29.0,5.0,4.0,1.0,0,24.0,7.0,14.0,3.0,46.049057466437915,43.97370361079356,0.0
R626,31.0,17.0,10.0,4.0,3.0,14.0,3.0,9.0,2.0,48.960598225546256,47.963761309144495,11.397740925297004
M799,31.0,13.0,11.0,1.0,1.0,18.0,4.0,13.0,1.0,51.14917326118589,47.78376915212406,0.0
R624,33.0,18.0,11.0,5.0,2.0,15.0,5.0,8.0,2.0,48.448775257936255,49.334731977366175,0.0
R625,33.0,27.0,17.0,7.0,3.0,6.0,2.0,2.0,2.0,49.302193139987544,48.951903441132444,12.456642630114953
R628,33.0,21.0,16.0,2.0,3.0,12.0,2.0,8.0,2.0,50.161076983763564,48.098747714238634,7.657833995795405
M798,30.0,11.0,9.0,1.0,1.0,19.0,3.0,15.0,1.0,50.719340720821,45.94962307430904,11.965934352367185
I559,33.0,27.0,17.0,6.0,4.0,6.0,1.0,4.0,1.0,42.67848441186804,41.942229480006475,6.622714160583667
J749,32.0,25.0,14.0,8.0,3.0,7.0,1.0,6.0,1.0,46.06091467873341,46.076090073735514,0.0
M791,30.0,13.0,6.0,6.0,1.0,17.0,5.0,9.0,3.0,48.57506316712712,49.374277494637354,0.0
J741,28.0,6.0,5.0,1.0,0,22.0,9.0,12.0,1.0,44.67790525189776,40.53624473538169,0.0
J740,26.0,10.0,5.0,4.0,1.0,16.0,5.0,10.0,1.0,42.827927534083734,41.94990205545332,0.0
J743,29.0,14.0,8.0,4.0,2.0,15.0,4.0,10.0,1.0,44.27961656108843,45.580313674810824,0.0
J742,28.0,17.0,11.0,5.0,1.0,11.0,3.0,7.0,1.0,44.84708076271781,44.49078884543639,0.0
J745,28.0,13.0,6.0,6.0,1.0,15.0,6.0,9.0,1.0,44.65409213651237,45.10939041645663,0.0
J744,29.0,18.0,8.0,7.0,3.0,11.0,3.0,6.0,2.0,45.27885330926851,45.71118200475757,0.0
J747,31.0,19.0,6.0,9.0,4.0,12.0,3.0,6.0,3.0,42.4821285993785,45.632016963976604,0.0
J746,28.0,9.0,6.0,2.0,1.0,19.0,8.0,10.0,1.0,45.966529318304076,42.32951513120024,0.0
I558,26.0,9.0,4.0,4.0,1.0,17.0,6.0,10.0,1.0,38.89260331003905,37.987643825512905,0.0
D648,27.0,10.0,6.0,4.0,0,17.0,5.0,11.0,1.0,44.26574244567955,43.3248057646606,0.0
D642,27.0,20.0,8.0,10.0,2.0,7.0,2.0,4.0,1.0,41.371033181730496,43.02216096160144,0.0
D643,26.0,15.0,9.0,6.0,0,11.0,2.0,8.0,1.0,41.68223555211173,41.26351415529321,0.0
D640,33.0,25.0,13.0,5.0,7.0,8.0,1.0,5.0,2.0,44.18710665967072,43.03457541508859,3.4231762883809305
D641,28.0,13.0,9.0,1.0,3.0,15.0,3.0,10.0,2.0,43.66904407683104,43.08078967557665,3.4067375620377707
D647,27.0,12.0,6.0,5.0,1.0,15.0,6.0,8.0,1.0,40.69817276135409,39.964810545716695,0.0
D644,26.0,4.0,1.0,2.0,1.0,22.0,11.0,10.0,1.0,36.10725132989266,41.16420718345963,0.0
D645,24.0,2.0,2.0,0,0,22.0,8.0,14.0,1.0,37.7425343525435,0.0,0.0
K768,29.0,23.0,11.0,9.0,3.0,6.0,2.0,4.0,1.0,45.672150760036224,45.77222967645492,2.512305623976115
K769,32.0,17.0,9.0,4.0,4.0,15.0,6.0,7.0,2.0,45.33341079177781,44.550054727835885,0.0
K761,24.0,13.0,8.0,5.0,0,11.0,3.0,7.0,1.0,42.689958401578785,44.93038082486095,0.0
K762,25.0,5.0,3.0,2.0,0,20.0,8.0,12.0,1.0,42.26378778264959,38.81763013090055,0.0
K764,29.0,18.0,13.0,5.0,0,11.0,4.0,6.0,1.0,46.38163610750205,45.300950181649064,0.0
K765,26.0,14.0,8.0,6.0,0,12.0,4.0,8.0,1.0,42.755680673886864,43.228783626239846,0.0
K766,28.0,15.0,10.0,5.0,0,13.0,4.0,9.0,1.0,46.43121721231917,45.91202756515883,0.0
K767,28.0,12.0,8.0,3.0,1.0,16.0,6.0,9.0,1.0,44.38330190924142,44.14192354076758,0.0
L642,28.0,7.0,3.0,4.0,0,21.0,8.0,11.0,2.0,46.78111518293373,47.877577856634694,0.0
L643,30.0,13.0,9.0,2.0,2.0,17.0,3.0,12.0,2.0,49.91285527022531,48.7097488059452,0.0
L640,32.0,21.0,14.0,4.0,3.0,11.0,2.0,6.0,3.0,50.88359370308061,47.998028423635525,9.461573685856294
L641,30.0,10.0,6.0,3.0,1.0,20.0,12.0,7.0,1.0,45.87832373356868,50.25122542803374,0.0
L646,29.0,16.0,11.0,4.0,1.0,13.0,1.0,12.0,1.0,49.12644175072883,48.73584675111854,0.0
L647,30.0,23.0,11.0,9.0,3.0,7.0,1.0,5.0,1.0,49.96629147749473,49.94050118021493,0.15415067982725816
L644,29.0,10.0,7.0,3.0,0,19.0,5.0,12.0,2.0,51.19466540082829,49.40407634479942,0.0
L645,28.0,11.0,8.0,3.0,0,17.0,4.0,11.0,2.0,49.52641842887591,47.07184451978374,0.0
L648,28.0,9.0,5.0,4.0,0,19.0,7.0,12.0,1.0,49.84939483667742,51.26637510578351,0.0
L649,29.0,7.0,4.0,1.0,2.0,22.0,6.0,16.0,1.0,48.35048829239537,41.75291063491936,0.0
H822,30.0,22.0,11.0,6.0,5.0,8.0,2.0,6.0,1.0,47.91570703694698,47.53195001584615,0.0
H820,26.0,9.0,4.0,4.0,1.0,17.0,7.0,10.0,1.0,44.89244774055271,46.62209375145746,0.0
H821,30.0,23.0,14.0,7.0,2.0,7.0,1.0,4.0,2.0,46.13137440655747,46.722465313115244,0.0
H826,31.0,20.0,12.0,6.0,2.0,11.0,1.0,8.0,2.0,45.92575429009079,43.36355571679455,0.0
H827,29.0,11.0,10.0,0,1.0,18.0,6.0,11.0,1.0,45.38582980768902,0.0,3.0023768162726596
H824,29.0,5.0,4.0,0,1.0,24.0,12.0,12.0,1.0,46.69506293097594,0.0,0.0
H825,28.0,18.0,12.0,5.0,1.0,10.0,3.0,6.0,1.0,44.525395965974106,44.36194045911561,0.0
H828,29.0,19.0,9.0,7.0,3.0,10.0,1.0,7.0,2.0,43.1366144388791,44.77636274532251,0.0
H829,30.0,15.0,9.0,4.0,2.0,15.0,3.0,7.0,5.0,45.146976696931254,44.68471732560075,0.0
N839,30.0,24.0,14.0,7.0,3.0,6.0,1.0,4.0,1.0,50.660546664763544,51.297799669798636,10.746352387282803
N838,30.0,16.0,8.0,8.0,0,14.0,6.0,8.0,1.0,49.07441034040669,50.15312706323894,0.0
N833,29.0,14.0,9.0,3.0,2.0,15.0,2.0,11.0,2.0,48.46249591201621,47.522678787187054,0.6931471805599453
N832,28.0,20.0,9.0,10.0,1.0,8.0,3.0,5.0,1.0,48.03105454700679,49.30700537259771,0.0
N831,32.0,18.0,9.0,5.0,4.0,14.0,5.0,6.0,3.0,49.64508901220911,51.069680394051616,2.6855773452501515
N830,28.0,10.0,9.0,1.0,0,18.0,8.0,9.0,1.0,51.31630013108798,51.33927907687427,0.0
N837,28.0,6.0,1.0,5.0,0,22.0,8.0,10.0,4.0,0.0,48.24659228618165,0.0
N836,31.0,10.0,7.0,3.0,0,21.0,7.0,10.0,4.0,50.827706807653634,46.48446325927279,0.0
N835,31.0,23.0,12.0,7.0,4.0,8.0,1.0,7.0,1.0,49.07304343122487,48.151321607961115,11.26842952359765
N834,28.0,8.0,4.0,3.0,1.0,20.0,6.0,12.0,2.0,46.15413889169679,47.14359359108491,0.0
A749,27.0,10.0,5.0,4.0,1.0,17.0,8.0,9.0,1.0,43.97807430678582,44.16057524367145,0.0
A744,30.0,19.0,11.0,7.0,1.0,11.0,2.0,7.0,2.0,45.82758168939548,42.56326582790647,0.0
A745,27.0,4.0,2.0,2.0,0,23.0,9.0,14.0,1.0,40.406286207260486,38.37673570760312,0.0
A746,26.0,8.0,6.0,1.0,1.0,18.0,7.0,10.0,1.0,44.557053856887144,42.62447739787346,0.0
A747,26.0,19.0,11.0,6.0,2.0,7.0,1.0,6.0,1.0,43.43917081223043,40.62072638388599,2.1400661634962708
A740,25.0,12.0,8.0,4.0,0,13.0,3.0,9.0,1.0,43.96144741087955,41.01205759606011,0.0
A741,31.0,18.0,8.0,8.0,2.0,13.0,4.0,8.0,1.0,43.92212923841274,44.203867315598586,0.0
A742,28.0,14.0,7.0,4.0,3.0,14.0,5.0,8.0,1.0,43.847457061174985,44.51967719337085,0.0
A743,28.0,8.0,4.0,2.0,2.0,20.0,8.0,12.0,1.0,45.57168814270765,43.947492925713,0.0
O658,31.0,11.0,6.0,4.0,1.0,20.0,8.0,12.0,1.0,44.53013220738109,45.19717827686023,0.0
O659,30.0,1.0,1.0,0,0,29.0,12.0,16.0,1.0,45.19717827686023,0.0,0.0
O650,33.0,23.0,11.0,9.0,3.0,10.0,2.0,7.0,1.0,44.59129580009113,45.35350369554276,0.0
O651,32.0,20.0,15.0,4.0,1.0,12.0,4.0,7.0,1.0,46.48996485097811,46.905597220532194,0.0
O652,32.0,17.0,8.0,6.0,3.0,15.0,5.0,8.0,2.0,44.34626554790394,44.654734620663085,0.0
O653,30.0,13.0,6.0,7.0,0,17.0,7.0,9.0,1.0,46.31632845276085,45.871512038356286,0.0
O654,28.0,12.0,7.0,5.0,0,16.0,6.0,10.0,1.0,43.04908108719821,44.94490801368254,0.0
O655,31.0,11.0,11.0,0,0,20.0,7.0,9.0,4.0,45.17231376083775,0.0,0.0
O657,29.0,18.0,8.0,10.0,0,11.0,3.0,7.0,1.0,45.1524972237058,45.94561769705235,0.0
A568,26.0,22.0,11.0,8.0,3.0,4.0,1.0,1.0,2.0,41.63237066442216,44.44478775957379,4.071871706370042
A569,29.0,15.0,12.0,2.0,1.0,14.0,4.0,9.0,1.0,44.692960934892696,40.141588253546985,0.0
A560,27.0,17.0,9.0,6.0,2.0,10.0,1.0,8.0,2.0,41.10216171335752,40.62042715838573,2.0149030205422647
A561,26.0,10.0,5.0,3.0,2.0,16.0,5.0,11.0,1.0,39.58506153942126,42.222863154898924,0.0
A562,28.0,13.0,7.0,6.0,0,15.0,6.0,7.0,2.0,45.719192167311526,45.84524296595465,0.0
A564,26.0,6.0,4.0,2.0,0,20.0,8.0,12.0,1.0,40.364321023419066,41.413068385792165,0.0
A565,24.0,6.0,5.0,0,1.0,18.0,4.0,11.0,3.0,43.89209152880335,0.0,2.1400661634962708
A566,25.0,5.0,4.0,1.0,0,20.0,8.0,11.0,1.0,42.35186824687017,39.404829416036954,0.0
A567,25.0,15.0,10.0,5.0,0,10.0,2.0,7.0,1.0,42.747379362409745,40.98444005491791,0.0
P596,28.0,7.0,6.0,1.0,0,21.0,6.0,10.0,5.0,47.69353812255003,45.31502747106036,0.0
P597,30.0,13.0,10.0,3.0,0,17.0,5.0,11.0,1.0,50.39127105624896,49.22342289673682,0.0
H778,29.0,16.0,10.0,6.0,0,13.0,8.0,5.0,1.0,45.33262918619175,45.6068644208534,0.0
H779,29.0,23.0,11.0,8.0,4.0,6.0,1.0,5.0,1.0,44.585369241103,45.421307264634144,0.0
P592,33.0,26.0,14.0,9.0,3.0,7.0,3.0,2.0,2.0,48.30366595460433,48.61618976788369,8.116685773627301
P593,28.0,8.0,7.0,1.0,0,20.0,3.0,16.0,1.0,46.61622385028657,45.08930510102556,0.0
P590,29.0,19.0,8.0,9.0,2.0,10.0,3.0,6.0,1.0,46.88718599223993,47.507337922816376,0.0
P591,30.0,10.0,6.0,4.0,0,20.0,8.0,12.0,1.0,47.4462536603088,46.61280699107786,0.0
H772,29.0,13.0,11.0,0,2.0,16.0,3.0,11.0,2.0,45.83244327110847,0.0,2.8622008809294686
H773,27.0,7.0,6.0,1.0,0,20.0,9.0,11.0,1.0,43.03788641333091,38.88150819470718,0.0
H771,28.0,14.0,12.0,1.0,1.0,14.0,2.0,11.0,1.0,45.54359699230389,42.72810883574296,0.0
H776,30.0,14.0,9.0,2.0,3.0,16.0,3.0,13.0,1.0,43.82641838340195,42.18841116331457,0.0
H777,28.0,14.0,9.0,5.0,0,14.0,4.0,9.0,1.0,44.71689742670203,42.394206316950644,0.0
P598,30.0,20.0,9.0,9.0,2.0,10.0,2.0,7.0,1.0,46.872403394078184,47.134419661359146,1.0986122886681098
H775,27.0,13.0,7.0,4.0,2.0,14.0,3.0,9.0,2.0,46.21103864692763,43.7504934437,0.0
G643,29.0,15.0,7.0,7.0,1.0,14.0,6.0,8.0,1.0,46.38844536783496,46.94632573115848,8.335535414271819
G642,28.0,14.0,8.0,5.0,1.0,14.0,4.0,9.0,1.0,44.013878678302156,45.82631223619923,0.0
G641,32.0,15.0,6.0,4.0,5.0,17.0,5.0,7.0,5.0,44.69342688586927,44.31503296120842,0.0
G640,28.0,19.0,11.0,5.0,3.0,9.0,3.0,4.0,2.0,46.66014602862776,47.405726604226466,9.880618879722507
G647,29.0,12.0,6.0,4.0,2.0,17.0,7.0,9.0,1.0,43.359515512531594,43.32591639822475,0.6241543090729939
G646,25.0,4.0,3.0,1.0,0,21.0,7.0,13.0,1.0,44.835527897614774,39.90135710085408,0.0
G645,27.0,3.0,2.0,1.0,0,24.0,9.0,12.0,3.0,42.43986902016444,45.220730018576944,0.0
G644,27.0,4.0,3.0,1.0,0,23.0,8.0,14.0,1.0,44.89438464596873,38.71220310916777,0.0
